LID,Glottocode,Language,Microrelation,Macrorelation,LocusOfMarkingComments,IsDefaultLocusOfMarking,LocusOfMarking,LocusOfMarkingBinned6,LocusOfMarkingBinned5,LocusOfMarkingCategoryCondition,LocusOfMarkingSyntacticDomainCondition,LocusOfMarkingSemanticDomainCondition
323,tega1236,Orig,A-default,A,From 1986 worksheet.,TRUE,H,H,H,,,
323,tega1236,Orig,U-default,P,"From 1986 worksheet.Object agreement where subject is 3sg (recorded only for pronouns).",TRUE,Ø,Ø,Ø,,,
323,tega1236,Orig,U-default,P,"From 1986 worksheet.Object agreement where subject is 3sg (recorded only for pronouns).",FALSE,H,H,H,,,
323,tega1236,Orig,POSS-default,POSS,"From 1986 worksheet.Noun class agreement.",TRUE,D,D,D,,,
323,tega1236,Orig,ATTR-default,ATTR,"From 1986 worksheet.Noun class agreement; a few adjectives also agree in number (Schadeberg & Elias pp. 41-2).",TRUE,D,D,D,,,
347,sand1273,Sandawe,S-default,S,"From 1998 worksheet.Subject-verb agreement.  Only pronouns seem to distinguish case.",TRUE,H,H,H,N,nominal,noun-like
347,sand1273,Sandawe,S-default,S,"From 1998 worksheet.Subject-verb agreement.  Only pronouns seem to distinguish case.",FALSE,H+D,2,2,Pro,nominal,non-SAP
347,sand1273,Sandawe,A-default,A,"From 1998 worksheet.Subject-verb agreement.  Only pronouns seem to distinguish case.",TRUE,H,H,H,N,nominal,noun-like
347,sand1273,Sandawe,A-default,A,"From 1998 worksheet.Subject-verb agreement.  Only pronouns seem to distinguish case.",FALSE,H+D,2,2,Pro,nominal,non-SAP
347,sand1273,Sandawe,U-default,P,"From 1998 worksheet.Subject-verb agreement, plus pronominal object enclitic (DO or IO).  Only pronouns seem to distinguish case.",TRUE,Ø,Ø,Ø,N,nominal,noun-like
347,sand1273,Sandawe,U-default,P,"From 1998 worksheet.Subject-verb agreement, plus pronominal object enclitic (DO or IO).  Only pronouns seem to distinguish case.",FALSE,H+D,2,2,Pro,nominal,non-SAP
347,sand1273,Sandawe,POSS-default,POSS,"From 1998 worksheet.Nouns and pronouns both use juxtaposition, except that some nouns take suffixed pronominal possessors (the ex. recorded is a kin term).",TRUE,Ø,Ø,Ø,N,nominal,noun-like
347,sand1273,Sandawe,POSS-default,POSS,"From 1998 worksheet.Nouns and pronouns both use juxtaposition, except that some nouns take suffixed pronominal possessors (the ex. recorded is a kin term).",FALSE,H,H,H,Pro,nominal,non-SAP
129,kett1243,Ket,S-default,S,"V&K 1990:73, 68 et pass.",TRUE,H,H,H,,,
129,kett1243,Ket,A-default,A,"V&K 1990:73, 68 et pass.p. 73: examples of independent pronouns doubling verb affixes.",TRUE,H,H,H,,,
129,kett1243,Ket,U-default,P,"V&K 1990:73, 68 et pass.p. 73: examples of independent pronouns doubling verb affixes.",TRUE,H,H,H,,,
129,kett1243,Ket,B-default,P,V&K 1990:65.  Postposition.,TRUE,D,D,D,,,
129,kett1243,Ket,POSS-default,POSS,"V&K 1990:67-8, 74.  Possessive prefix.",TRUE,H,H,H,,,
129,kett1243,Ket,ATTR-default,ATTR,"1998 worksheet says some adjectives agree in gender and some in number, but I don’t see this in V&K 1990 (in attributive adjs.; predicative ones do take agreement markers).",TRUE,Ø,Ø,Ø,,,
9,achi1257,Acehnese,B-default,P,"From 1990 notes.Preposition.",TRUE,D,D,D,,,
9,achi1257,Acehnese,POSS-default,POSS,From 1990 notes.,TRUE,H,H,H,N-anim,nominal,noun-like
9,achi1257,Acehnese,POSS-default,POSS,From 1990 notes.,FALSE,Ø,Ø,Ø,,,
519,brib1243,Bribri,S-default,S,,TRUE,Ø,Ø,Ø,,,
519,brib1243,Bribri,A-default,A,,TRUE,D,D,D,,,
519,brib1243,Bribri,U-default,P,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
519,brib1243,Bribri,U-default,P,,FALSE,D,D,D,Pro,nominal,non-SAP
519,brib1243,Bribri,B-default,P,,TRUE,Ø,Ø,Ø,,,
519,brib1243,Bribri,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
136,kobo1249,Kobon,S-default,S,,TRUE,H,H,H,,,
136,kobo1249,Kobon,A-default,A,,TRUE,H,H,H,,,
136,kobo1249,Kobon,U-default,P,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
136,kobo1249,Kobon,U-default,P,,FALSE,D,D,D,Pro,nominal,non-SAP
136,kobo1249,Kobon,B-default,P,,TRUE,D,D,D,,,
136,kobo1249,Kobon,POSS-default,POSS,"Head marking on kin terms is optional, and is in addition to juxtaposition.",TRUE,Ø,Ø,Ø,,,
136,kobo1249,Kobon,POSS-default,POSS,"Head marking on kin terms is optional, and is in addition to juxtaposition.",FALSE,H,H,H,N-kin,nominal,noun-like
136,kobo1249,Kobon,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
138,komb1274,Kombai,S-default,S,,TRUE,H,H,H,,,
138,komb1274,Kombai,A-default,A,,TRUE,H,H,H,,,
138,komb1274,Kombai,U-default,P,,TRUE,Ø,Ø,Ø,,,
138,komb1274,Kombai,POSS-default,POSS,,TRUE,D,D,D,N,nominal,noun-like
138,komb1274,Kombai,POSS-default,POSS,,FALSE,H,H,H,Pro,nominal,non-SAP
138,komb1274,Kombai,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
305,izon1238,Ijo,S-default,S,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
305,izon1238,Ijo,S-default,S,,FALSE,D,D,D,Pro,nominal,non-SAP
305,izon1238,Ijo,A-default,A,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
305,izon1238,Ijo,A-default,A,,FALSE,D,D,D,Pro,nominal,non-SAP
305,izon1238,Ijo,U-default,P,Not sure whether this is D on H or true H.  It is a special object form of the pronoun prefixed (or procliticized or whatever) to the verb.,TRUE,Ø,Ø,Ø,N,nominal,noun-like
305,izon1238,Ijo,U-default,P,Not sure whether this is D on H or true H.  It is a special object form of the pronoun prefixed (or procliticized or whatever) to the verb.,FALSE,D on H,D on H,FloatingorClitic,Pro,nominal,non-SAP
305,izon1238,Ijo,POSS-default,POSS,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
305,izon1238,Ijo,POSS-default,POSS,,FALSE,D,D,D,Pro,nominal,non-SAP
391,urad1238,Uradhi,S-default,S,,TRUE,D,D,D,,,
391,urad1238,Uradhi,A-default,A,,TRUE,D,D,D,,,
391,urad1238,Uradhi,U-default,P,,TRUE,D,D,D,,,
391,urad1238,Uradhi,B-default,P,,TRUE,D,D,D,,,
391,urad1238,Uradhi,POSS-default,POSS,"Inalienables use juxtaposition, and there is case stacking.",TRUE,DD,D,D,,,
391,urad1238,Uradhi,POSS-default,POSS,"Inalienables use juxtaposition, and there is case stacking.",FALSE,D,D,D,N-inal,nominal,noun-like
39,buru1303,Buru,S-default,S,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
39,buru1303,Buru,S-default,S,,FALSE,H,H,H,Pro,nominal,non-SAP
39,buru1303,Buru,A-default,A,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
39,buru1303,Buru,A-default,A,,FALSE,H,H,H,Pro,nominal,non-SAP
39,buru1303,Buru,U-default,P,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
39,buru1303,Buru,U-default,P,,FALSE,H,H,H,Pro,nominal,non-SAP
39,buru1303,Buru,B-default,P,"I gather the marking may be an adposition, but I really don’t know.",TRUE,D,D,D,,,
39,buru1303,Buru,POSS-default,POSS,"I wonder about this.  Worksheet says alienability is implemented as alienable D, inalienable H; but the section on H/D marking says pronoun possessors are H and D but noun possessors H only.  Check this.",TRUE,H,H,H,N,nominal,noun-like
39,buru1303,Buru,POSS-default,POSS,"I wonder about this.  Worksheet says alienability is implemented as alienable D, inalienable H; but the section on H/D marking says pronoun possessors are H and D but noun possessors H only.  Check this.",FALSE,H/D,,2,,,
146,kuii1253,Kui (Indonesia),S-default,S,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
146,kuii1253,Kui (Indonesia),S-default,S,,FALSE,H,H,H,Pro,nominal,non-SAP
146,kuii1253,Kui (Indonesia),A-default,A,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
146,kuii1253,Kui (Indonesia),A-default,A,,FALSE,H,H,H,Pro,nominal,non-SAP
146,kuii1253,Kui (Indonesia),U-default,P,,TRUE,H,H,H,,,
146,kuii1253,Kui (Indonesia),B-default,P,,TRUE,Ø,Ø,Ø,,,
146,kuii1253,Kui (Indonesia),POSS-default,POSS,,TRUE,H,H,H,,,
146,kuii1253,Kui (Indonesia),ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
157,lama1277,Lamaholot,S-default,S,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
157,lama1277,Lamaholot,S-default,S,,FALSE,H,H,H,Pro,nominal,non-SAP
157,lama1277,Lamaholot,A-default,A,,TRUE,Ø,Ø,Ø,N,nominal,noun-like
157,lama1277,Lamaholot,A-default,A,,FALSE,H,H,H,Pro,nominal,non-SAP
157,lama1277,Lamaholot,U-default,P,,TRUE,Ø,Ø,Ø,,,
157,lama1277,Lamaholot,B-default,P,,TRUE,Ø,Ø,Ø,,,
157,lama1277,Lamaholot,POSS-default,POSS,,TRUE,Ø,Ø,Ø,,,
157,lama1277,Lamaholot,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
197,naha1261,Nahali,S-default,S,"Verbs apparently agree with subject (though I'm _not sure_: this is clear for copula only, and especially for number)",TRUE,H+D,2,2,,,
197,naha1261,Nahali,A-default,A,"Verbs apparently agree with subject (though I'm _not sure_: this is clear for copula only, and especially for number)",TRUE,H+D,2,2,,,
197,naha1261,Nahali,U-default,P,,TRUE,D,D,D,,,
197,naha1261,Nahali,B-default,P,,TRUE,D,D,D,,,
197,naha1261,Nahali,POSS-default,POSS,,TRUE,D,D,D,,,
197,naha1261,Nahali,POSS-default,POSS,,FALSE,Ø,Ø,Ø,,,
364,kula1280,Tanglapui,S-default,S,,TRUE,H,H,H,,,
364,kula1280,Tanglapui,A-default,A,,TRUE,H,H,H,,,
364,kula1280,Tanglapui,U-default,P,,TRUE,H,H,H,,,
364,kula1280,Tanglapui,POSS-default,POSS,,TRUE,H,H,H,,,
364,kula1280,Tanglapui,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
6,ambu1247,Ambulas,S-default,S,"Apparently S/A, U, and B cases with some DOM.",TRUE,H+D,2,2,,,
6,ambu1247,Ambulas,A-default,A,"Apparently S/A, U, and B cases with some DOM.",TRUE,H+D,2,2,,,
6,ambu1247,Ambulas,U-default,P,"Apparently S/A, U, and B cases with some DOM.",TRUE,D,D,D,,,
6,ambu1247,Ambulas,B-default,P,"Apparently S/A, U, and B cases with some DOM.",TRUE,D,D,D,,,
6,ambu1247,Ambulas,POSS-default,POSS,Not entirely sure of this; the two constructions (D and D on H) come from two different sources. It looks like D on H may be chiefly for kin terms.,TRUE,D,D,D,,,
6,ambu1247,Ambulas,POSS-default,POSS,Not entirely sure of this; the two constructions (D and D on H) come from two different sources. It looks like D on H may be chiefly for kin terms.,FALSE,D on H,D on H,FloatingorClitic,,,
6,ambu1247,Ambulas,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
33,bauz1241,Bauzi,S-default,S,"Pronouns distinguish subject/object/benefactive forms; for nouns, subject = DO and there is a “benefactive” postposition for IO.  (For pronouns it appears that one of the two subject forms is identical to the object form, and this is the subject form that is actually used in all the examples -- in both transitive and intransitive clauses.)",TRUE,Ø,Ø,Ø,,,
33,bauz1241,Bauzi,S-default,S,"Pronouns distinguish subject/object/benefactive forms; for nouns, subject = DO and there is a “benefactive” postposition for IO.  (For pronouns it appears that one of the two subject forms is identical to the object form, and this is the subject form that is actually used in all the examples -- in both transitive and intransitive clauses.)",FALSE,D,D,D,,,
33,bauz1241,Bauzi,A-default,A,"Pronouns distinguish subject/object/benefactive forms; for nouns, subject = DO and there is a “benefactive” postposition for IO.  (For pronouns it appears that one of the two subject forms is identical to the object form, and this is the subject form that is actually used in all the examples -- in both transitive and intransitive clauses.)",TRUE,Ø,Ø,Ø,,,
33,bauz1241,Bauzi,A-default,A,"Pronouns distinguish subject/object/benefactive forms; for nouns, subject = DO and there is a “benefactive” postposition for IO.  (For pronouns it appears that one of the two subject forms is identical to the object form, and this is the subject form that is actually used in all the examples -- in both transitive and intransitive clauses.)",FALSE,D,D,D,,,
33,bauz1241,Bauzi,U-default,P,"Pronouns distinguish subject/object/benefactive forms; for nouns, subject = DO and there is a “benefactive” postposition for IO.  (For pronouns it appears that one of the two subject forms is identical to the object form, and this is the subject form that is actually used in all the examples -- in both transitive and intransitive clauses.)",TRUE,Ø,Ø,Ø,,,
33,bauz1241,Bauzi,U-default,P,"Pronouns distinguish subject/object/benefactive forms; for nouns, subject = DO and there is a “benefactive” postposition for IO.  (For pronouns it appears that one of the two subject forms is identical to the object form, and this is the subject form that is actually used in all the examples -- in both transitive and intransitive clauses.)",FALSE,D,D,D,,,
33,bauz1241,Bauzi,B-default,P,"Pronouns distinguish subject/object/benefactive forms; for nouns, subject = DO and there is a “benefactive” postposition for IO.  (For pronouns it appears that one of the two subject forms is identical to the object form, and this is the subject form that is actually used in all the examples -- in both transitive and intransitive clauses.)",TRUE,D,D,D,,,
33,bauz1241,Bauzi,POSS-default,POSS,,TRUE,D,D,D,,,
33,bauz1241,Bauzi,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
211,ngka1235,Ngkalmpw Knwme,S-default,S,,TRUE,H+D,2,2,,,
211,ngka1235,Ngkalmpw Knwme,A-default,A,,TRUE,H+D,2,2,,,
211,ngka1235,Ngkalmpw Knwme,U-default,P,,TRUE,H+D,2,2,,,
211,ngka1235,Ngkalmpw Knwme,B-default,P,,TRUE,D,D,D,,,
211,ngka1235,Ngkalmpw Knwme,POSS-default,POSS,,TRUE,D,D,D,,,
211,ngka1235,Ngkalmpw Knwme,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
131,kima1246,Kimaama,S-default,S,,TRUE,Ø,Ø,Ø,,,
131,kima1246,Kimaama,S-default,S,,FALSE,D,D,D,Pro,nominal,non-SAP
131,kima1246,Kimaama,A-default,A,,TRUE,Ø,Ø,Ø,,,
131,kima1246,Kimaama,A-default,A,,FALSE,D,D,D,Pro,nominal,non-SAP
131,kima1246,Kimaama,U-default,P,,TRUE,H,H,H,,,
131,kima1246,Kimaama,U-default,P,,FALSE,D,D,D,Pro,nominal,non-SAP
131,kima1246,Kimaama,B-default,P,,TRUE,D,D,D,,,
131,kima1246,Kimaama,POSS-default,POSS,,TRUE,D,D,D,,,
131,kima1246,Kimaama,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
133,kiri1256,Kirikiri,S-default,S,Not certain about S marking.  (A and U are clear.),TRUE,Ø,Ø,Ø,,,
133,kiri1256,Kirikiri,A-default,A,"Not certain about S marking.  (A and U are clear.)  A is overtly marked in only one of two word orders, but this is the basic word order (OSV), so consider A marking to be differential A marking.",TRUE,D,D,D,,,
133,kiri1256,Kirikiri,U-default,P,Not certain about S marking.  (A and U are clear.)  U is zero-marked.,TRUE,D,D,D,,,
133,kiri1256,Kirikiri,B-default,P,,TRUE,D,D,D,,,
133,kiri1256,Kirikiri,POSS-default,POSS,"Not certain just what the facts are; marking patterns entered from worksheet.  An alienability contrast is described, and pronouns are said to have both zero and D marking, so maybe that is the alienability.",TRUE,Ø,Ø,Ø,,,
133,kiri1256,Kirikiri,POSS-default,POSS,"Not certain just what the facts are; marking patterns entered from worksheet.  An alienability contrast is described, and pronouns are said to have both zero and D marking, so maybe that is the alienability.",FALSE,D,D,D,Pro,nominal,non-SAP
133,kiri1256,Kirikiri,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
343,sahu1245,Sahu,S-default,S,,TRUE,H,H,H,,,
343,sahu1245,Sahu,A-default,A,,TRUE,H,H,H,,,
343,sahu1245,Sahu,U-default,P,,TRUE,H,H,H,,,
343,sahu1245,Sahu,B-default,P,,TRUE,D,D,D,,,
343,sahu1245,Sahu,POSS-default,POSS,"Check this.  Entered on worksheet as H, but from the ex. cited it looks as though pronoun possessors may distinguish case.  Also, articles distinguish natural gender:  F, M, possessed, and other; is this further head marking of possession?",TRUE,H,H,H,,,
343,sahu1245,Sahu,POSS-default,POSS,"Check this.  Entered on worksheet as H, but from the ex. cited it looks as though pronoun possessors may distinguish case.  Also, articles distinguish natural gender:  F, M, possessed, and other; is this further head marking of possession?",FALSE,D,D,D,,,
343,sahu1245,Sahu,ATTR-default,ATTR,pp. 44-45 (my inference from examples),TRUE,Ø,Ø,Ø,,,
345,salt1242,Salt-Yui,S-default,S,,TRUE,H,H,H,,,
345,salt1242,Salt-Yui,A-default,A,,TRUE,H,H,H,,,
345,salt1242,Salt-Yui,U-default,P,,TRUE,Ø,Ø,Ø,,,
345,salt1242,Salt-Yui,B-default,P,Serial verb.,TRUE,D,D,D,,,
345,salt1242,Salt-Yui,POSS-default,POSS,,TRUE,Ø,Ø,Ø,,,
345,salt1242,Salt-Yui,POSS-default,POSS,,FALSE,H,H,H,,,
345,salt1242,Salt-Yui,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
358,suen1241,Suena,S-default,S,,TRUE,H,H,H,,,
358,suen1241,Suena,A-default,A,,TRUE,H,H,H,,,
358,suen1241,Suena,U-default,P,,TRUE,Ø,Ø,Ø,,,
358,suen1241,Suena,B-default,P,,TRUE,D,D,D,,,
358,suen1241,Suena,POSS-default,POSS,,TRUE,D,D,D,,,
358,suen1241,Suena,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
368,tawa1275,Tawala,S-default,S,,TRUE,H,H,H,,,
368,tawa1275,Tawala,A-default,A,,TRUE,H,H,H,,,
368,tawa1275,Tawala,U-default,P,,TRUE,H,H,H,,,
368,tawa1275,Tawala,POSS-default,POSS,Special possessive form for pronouns:  alienables only.  Input based on 1991 worksheet.,TRUE,H,H,H,,,
368,tawa1275,Tawala,POSS-default,POSS,Special possessive form for pronouns:  alienables only.  Input based on 1991 worksheet.,FALSE,D,D,D,Pro,nominal,non-SAP
369,tehi1237,Tehit,S-default,S,,TRUE,H,H,H,,,
369,tehi1237,Tehit,A-default,A,,TRUE,H,H,H,,,
369,tehi1237,Tehit,U-default,P,,TRUE,Ø,Ø,Ø,,,
369,tehi1237,Tehit,B-default,P,,TRUE,D,D,D,,,
369,tehi1237,Tehit,POSS-default,POSS,From 1991 worksheet.  Nouns have H; pronouns have H (inalienables) or D (alienables).  (Possessive form of pronoun as H marking in pronominal agreement with noun possessor.),TRUE,H,H,H,,,
369,tehi1237,Tehit,POSS-default,POSS,From 1991 worksheet.  Nouns have H; pronouns have H (inalienables) or D (alienables).  (Possessive form of pronoun as H marking in pronominal agreement with noun possessor.),FALSE,D,D,D,Pro,nominal,non-SAP
370,tele1256,Telefol,S-default,S,,TRUE,H,H,H,,,
370,tele1256,Telefol,A-default,A,,TRUE,H,H,H,,,
370,tele1256,Telefol,U-default,P,Object prefix agreeing in person.  20% of the transitive verbs have this.,TRUE,h,H,H,,,
