"LID","Language","Stock","LowestSubBranch","MajorBranch","QuasiStock","SubBranch","LanguageAlternativeNames","Genesis","Longitude","Latitude","NearProtoHomeland","Modality","LocalRegion","SubSubBranch","StockAlternativeName","StockAllNames","LanguageAllNames","Subsistence","ISO639.3","Glottocode.2014","Glottocode","OriginContinent","Continent","Area","Macrocontinent"
2176,"Nocte","Sino-Tibetan",,"Brahmaputran (Sal)",,"Konyak","Nocte","regular",95.5,27,"FALSE","spoken",,"Tangsa-Nocte",,,"Nocte, Nocte",,"njb","noct1238","noct1238","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2177,"Lotha","Sino-Tibetan",,"Brahmaputran (Sal)",,"Ao","Lotha, Lotha Naga","regular",94.25,26.5,"FALSE","spoken",,,,,"Lotha, Lotha, Lotha Naga",,"njh","loth1237","loth1237","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2178,"Ao","Sino-Tibetan",,"Brahmaputran (Sal)",,"Ao","Ao, Mongsen Ao, Ao Naga, Northern Naga","regular",94.67,26.58,"FALSE","spoken",,,,,"Ao, Ao, Mongsen Ao, Ao Naga, Northern Naga",,"njo","aona1235","aona1235","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2179,"Ngadjumaja","Pama-Nyungan",,"Southwestern Pama-Nyungan","Macro-Pama-Nyungan",,"Ngadjumaja","regular",123.83,-32.33,"FALSE","spoken",,,,,"Ngadjumaja, Ngadjumaja","hunting/fishing/foraging","nju","ngad1258","ngad1258","Australia","Australia","S Australia","Pacific"
2180,"Rongmei Naga","Sino-Tibetan",,"Zeme Group",,,"Kabui, Inpui, Inpui Naga, Rongmei Naga","regular",94,24.83,"FALSE","spoken",,,,,"Rongmei Naga, Kabui, Inpui, Inpui Naga, Rongmei Naga",,"nbu","rong1266","rong1266","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2181,"Nkonya","Kwa",,"Potou-Tano","Niger-Congo",,"Nkonya","regular",0.25,7.17,"FALSE","spoken",,,,,"Nkonya, Nkonya",,"nko","nkon1245","nkon1245","Africa","Africa","African Savannah","Africa"
2182,"Nukuoro","Austronesian","Eastern Fijian-Polynesian linkage","Malayo-Polynesian",,"Oceanic","Nukuoro","regular",154.92,3.83,"FALSE","spoken",,"Central Pacific",,,"Nukuoro, Nukuoro",,"nkr","nuku1260","nuku1260","Eurasia","NG and Oceania","Oceania","Pacific"
2183,"Gela","Austronesian","Bugotu/Gela/Guadalcanal","Malayo-Polynesian",,"Oceanic","Gela","regular",160.25,-9.08,"FALSE","spoken",,"Southeast Solomonic",,,"Gela, Gela",,"nlg","gela1263","gela1263","Eurasia","NG and Oceania","Oceania","Pacific"
2184,"Nambas (Big)","Austronesian","Central Vanuatu linkage","Malayo-Polynesian",,"Oceanic","Nambas (Big), Big Nambas, V'ënen Taut","regular",167.2,-16.08,"FALSE","spoken",,"Southern Oceanic linkage",,,"Nambas (Big), Nambas (Big), Big Nambas, V'ënen Taut",,"nmb","bign1238","bign1238","Eurasia","NG and Oceania","Oceania","Pacific"
2185,"Ndumu","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Ndumu","regular",13.58,-1.67,"FALSE","spoken",,,,,"Ndumu, Ndumu",,"nmd","ndum1239","ndum1239","Africa","Africa","S Africa","Africa"
2186,"Naga (Tangkhul)","Sino-Tibetan",,,,,"Naga (Tangkhul)","regular",94.5,25,"FALSE","spoken",,,,"Sino-Tibetan","Naga (Tangkhul), Naga (Tangkhul)",,"nmf","tang1336","tang1336","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2187,"Bujeba","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Bujeba, Ngumba","regular",10.17,3,"FALSE","spoken",,,,,"Bujeba, Bujeba, Ngumba",,"nmg","kwas1243","kwas1243","Africa","Africa","African Savannah","Africa"
2188,"Nuaulu","Austronesian",,"Malayo-Polynesian",,"Central Malayo-Polynesian non-clade","Nuaulu","regular",129.17,-3.25,"FALSE","spoken",,,,,"Nuaulu, Nuaulu",,"nni","nort2867","nort2867","Eurasia","NG and Oceania","Oceania","Pacific"
2189,"Nankina","Finisterre-Huon",,"Finisterre",,"Yupna","Nankina","regular",146.45,-5.78,"FALSE","spoken",,,,,"Nankina, Nankina",,"nnk","nank1250","nank1250","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2190,"Namia","Sepik",,"Yellow River",,,"Namia","regular",141.75,-3.83,"FALSE","spoken",,,,,"Namia, Namia","hunting/fishing/foraging","nnm","nami1256","nami1256","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2191,"Nanticoke","Algic",,"Algonquian",,,"Nanticoke","regular",-76.25,38,"FALSE","spoken",,,,,"Nanticoke, Nanticoke","agricultural/pastoral","nnt","nant1249","nant1249","North America","E N America","E North America","Americas"
2192,"Waunana","Chocó",,,,,"Waunana","regular",-77,4,"FALSE","spoken",,,,"Chocó","Waunana, Waunana",,"noa","woun1238","woun1238","South America","S America","Andean","Americas"
2193,"Noghay","Turkic",,"Common Turkic","Altaic","Kipchak (Northwest Turkic)","Noghay, Nogay","regular",46,44,"FALSE","spoken",,,,,"Noghay, Noghay, Nogay",,"nog","noga1249","noga1249","Eurasia","W and SW Eurasia","Greater Mesopotamia","Eurasia"
2194,"Lao","Tai-Kadai",,,,,"Lao","regular",103,18,"FALSE","spoken",,,,"Tai-Kadai","Lao, Lao",,"lao","laoo1244","laoo1244","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2195,"Nomatsiguenga","Arawakan",,"Campa",,,"Nomatsiguenga","regular",-74.5,-11.67,"FALSE","spoken",,,,,"Nomatsiguenga, Nomatsiguenga",,"not","noma1263","noma1263","South America","S America","Andean","Americas"
2196,"Nar-Phu","Sino-Tibetan",,"Bodic",,"Tamangic (TGTM)","Nar-Phu","regular",84.25,28.67,"FALSE","spoken","Himalaya",,,,"Nar-Phu, Nar-Phu",,"npa","narp1239","narp1239","Eurasia","S/SE Asia","Indic","Eurasia"
2197,"Italian (Napolitanian)","Indo-European",,"Italic-Celtic","Indo-Uralic","Italic","Napoletano, Neapolitan, Italian (Napolitanian)","regular",14.25,40.92,"FALSE","spoken",,,,,"Italian (Napolitanian), Napoletano, Neapolitan, Italian (Napolitanian)",,"ita","neap1235","neap1235","Eurasia","W and SW Eurasia","Europe","Eurasia"
2198,"Ngarluma","Pama-Nyungan",,"Southwestern Pama-Nyungan","Macro-Pama-Nyungan","Ngayardic","Ngarluma, Gnalluma, Gnalouma, Ngallooma, Ngaluma","regular",117.5,-20.83,"FALSE","spoken",,,,,"Ngarluma, Ngarluma, Gnalluma, Gnalouma, Ngallooma, Ngaluma","hunting/fishing/foraging","nrl","ngar1287","ngar1287","Australia","Australia","S Australia","Pacific"
2199,"Narom","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Narom","regular",114,4.42,"FALSE","spoken",,,,,"Narom, Narom",,"nrm","naro1251","naro1251","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2201,"Nauruan","Austronesian",,"Malayo-Polynesian",,"Oceanic","Nauruan","regular",166.92,-0.5,"FALSE","spoken",,"Micronesian",,,"Nauruan, Nauruan",,"nau","naur1243","naur1243","Eurasia","NG and Oceania","Oceania","Pacific"
2202,"Ala'ala","Austronesian","Papuan Tip","Malayo-Polynesian",,"Oceanic","Ala'ala, 'Ala'ala, Lala, Nana,","regular",146.75,-8.92,"FALSE","spoken",,"Western Oceanic linkage",,,"Ala'ala, Ala'ala, 'Ala'ala, Lala, Nana,",,"nrz","lala1268","lala1268","Eurasia","NG and Oceania","S New Guinea","Pacific"
2203,"Nsenga","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Nsenga, Senga","regular",30.83,-14.5,"FALSE","spoken",,,,,"Nsenga, Nsenga, Senga",,"nse","nsen1242","nsen1242","Africa","Africa","S Africa","Africa"
2204,"Naskapi","Algic",,"Algonquian",,,"Naskapi","regular",-70,56,"FALSE","spoken",,,,,"Naskapi, Naskapi","hunting/fishing/foraging","nsk","nask1242","nask1242","North America","E N America","E North America","Americas"
2205,"Norsk Tegnspråk","Norsk Tegnspråk",,,,,"Norsk Tegnspråk","regular",9,61,"FALSE","signed",,,,"Norsk Tegnspråk","Norsk Tegnspråk, Norsk Tegnspråk",,"nsl","norw1255","norw1255","Eurasia","W and SW Eurasia","Europe","Eurasia"
2206,"Sema","Sino-Tibetan",,"Angami-Pochuri Group",,,"Sema","regular",94.5,26,"FALSE","spoken",,,,,"Sema, Sema",,"nsm","sumi1235","sumi1235","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2207,"Nehan","Austronesian","Meso-Melanesian linkage","Malayo-Polynesian",,"Oceanic","Nehan","regular",154.2,-4.5,"FALSE","spoken",,"Western Oceanic linkage",,,"Nehan, Nehan",,"nsn","neha1247","neha1247","Eurasia","NG and Oceania","Oceania","Pacific"
2208,"Lamnso'","Benue-Congo",,"Bantoid","Niger-Congo","Grassfields Bantu","Lamnso', Nsaw, Banso, Bansaw, Aanso","regular",10.75,6.17,"FALSE","spoken",,,,,"Lamnso', Lamnso', Nsaw, Banso, Bansaw, Aanso",,"lns","lamn1239","lamn1239","Africa","Africa","African Savannah","Africa"
2209,"Miwok (Northern Sierra)","Yokuts-Utian","Eastern Miwok","Utian","California-Plateau Penutian","Miwok-Costanoan","Miwok (Northern Sierra)","regular",-120.67,38.33,"FALSE","spoken",,"Miwok",,,"Miwok (Northern Sierra), Miwok (Northern Sierra)","hunting/fishing/foraging","nsq","nort2968","nort2968","North America","W N America","California","Americas"
2210,"Nisenan","Maiduan",,,"California-Plateau Penutian",,"Nisenan","regular",-121,39,"FALSE","spoken",,,,"Maiduan","Nisenan, Nisenan","hunting/fishing/foraging","nsz","nise1244","nise1244","North America","W N America","California","Americas"
2211,"Ngaanyatjarra","Pama-Nyungan",,"Southwestern Pama-Nyungan","Macro-Pama-Nyungan","Wati","Ngaanyatjarra","regular",126.5,-26,"FALSE","spoken",,,,,"Ngaanyatjarra, Ngaanyatjarra","hunting/fishing/foraging","ntj","ngaa1240","ngaa1240","Australia","Australia","S Australia","Pacific"
2212,"Nateni","Gur",,"North Gur","Niger-Congo",,"Nateni","regular",1.17,10.5,"FALSE","spoken",,,,,"Nateni, Nateni",,"ntm","nate1242","nate1242","Africa","Africa","African Savannah","Africa"
2213,"Ntomba","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Ntomba","regular",18.33,-2,"FALSE","spoken",,,,,"Ntomba, Ntomba",,"nto","ntom1248","ntom1248","Africa","Africa","S Africa","Africa"
2214,"Tepehuan (Northern)","Uto-Aztecan",,"Southern Uto-Aztecan",,"Sonoran","Tepehuan (Northern)","regular",-107,26.33,"FALSE","spoken",,,,,"Tepehuan (Northern), Tepehuan (Northern)",,"ntp","nort2959","nort2959","North America","C America","Mesoamerica","Americas"
2215,"Nusu","Sino-Tibetan",,"Lolo-Burmese",,"Loloish","Nusu","regular",99,26.75,"FALSE","spoken",,"Northern Loloish",,,"Nusu, Nusu",,"nuf","nusu1239","nusu1239","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2216,"Niuafo'ou","Austronesian","Eastern Fijian-Polynesian linkage","Malayo-Polynesian",,"Oceanic","Niuafo'ou","regular",-175.62,-15.57,"FALSE","spoken",,"Central Pacific",,,"Niuafo'ou, Niuafo'ou",,"num","niua1240","niua1240","Eurasia","NG and Oceania","Oceania","Pacific"
2217,"Anong","Sino-Tibetan",,"Nungish",,,"Anong","regular",98.75,27.33,"FALSE","spoken",,,,,"Anong, Anong",,"nun","nung1282","nung1282","Eurasia","S/SE Asia","Indic","Eurasia"
2218,"Nupe","Benue-Congo",,"Nupoid","Niger-Congo",,"Nupe","regular",5.42,9.17,"FALSE","spoken",,,,,"Nupe, Nupe",,"nup","nupe1254","nupe1254","Africa","Africa","African Savannah","Africa"
2219,"Nuer","Nilotic",,"Western Nilotic","Eastern Sudanic","Dinka-Nuer","Nuer","regular",32,8.33,"FALSE","spoken",,,,,"Nuer, Nuer",,"nus","nuer1246","nuer1246","Africa","Africa","African Savannah","Africa"
2220,"Nung (Vietnam)","Tai-Kadai",,,,,"Nung (Vietnam)","regular",106.42,21.92,"FALSE","spoken",,,,"Tai-Kadai","Nung (Vietnam), Nung (Vietnam)",,"nut","nung1283","nung1283","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2221,"Nuni (Northern)","Gur",,"South Gur","Niger-Congo",,"Nuni (Northern)","regular",-3,12.17,"FALSE","spoken",,,,,"Nuni (Northern), Nuni (Northern)",,"nuv","nort2784","nort2784","Africa","Africa","African Savannah","Africa"
2222,"Mehek","Sepik",,"Tama Sepik",,,"Mehek","regular",142.5,-3.75,"FALSE","spoken",,,,,"Mehek, Mehek","agricultural/pastoral","nux","mehe1243","mehe1243","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2223,"Tanna (Southwest)","Austronesian","Southern Melanesian","Malayo-Polynesian",,"Oceanic","Tanna (Southwest), Southwest Tanna","regular",169.33,-19.57,"FALSE","spoken",,"Southern Oceanic linkage",,,"Tanna (Southwest), Tanna (Southwest), Southwest Tanna",,"nwi","sout2869","sout2869","Eurasia","NG and Oceania","Oceania","Pacific"
2224,"Ngad'a","Austronesian",,"Malayo-Polynesian",,"Central Malayo-Polynesian non-clade","Ngad'a","regular",121,-8.83,"FALSE","spoken",,,,,"Ngad'a, Ngad'a",,"nxg","ngad1261","ngad1261","Eurasia","NG and Oceania","Oceania","Pacific"
2225,"Ngawun","Pama-Nyungan",,"Paman","Macro-Pama-Nyungan","Mayabic","Ngawun","regular",141.5,-19,"FALSE","spoken",,,,,"Ngawun, Ngawun","hunting/fishing/foraging","nxn","ngaw1240","ngaw1240","Australia","Australia","N Australia","Pacific"
2226,"Nyanga","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Nyanga","regular",28.17,-1.25,"FALSE","spoken",,,,,"Nyanga, Nyanga",,"nya","nyan1308","nyan1308","Africa","Africa","S Africa","Africa"
2227,"Chichewa","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Chichewa","regular",34,-14,"FALSE","spoken",,,,,"Chichewa, Chichewa",,"nyj","chew1246","chew1246","Africa","Africa","S Africa","Africa"
2228,"Nyambo","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Nyambo","regular",31.33,-1,"FALSE","spoken",,,,,"Nyambo, Nyambo",,"now","nyam1277","nyam1277","Africa","Africa","S Africa","Africa"
2229,"Runyankore","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Runyankore, Nyankore","regular",30.5,-0.5,"FALSE","spoken",,,,,"Runyankore, Runyankore, Nyankore",,"nyn","nyan1307","nyan1307","Africa","Africa","S Africa","Africa"
2230,"Nyangi","Kuliak",,,,,"Nyangi","regular",33.58,3.42,"FALSE","spoken",,,,"Kuliak","Nyangi, Nyangi","agricultural/pastoral","nyp","nyan1313","nyan1313","Africa","Africa","S Africa","Africa"
2231,"Runyoro-Rutooro","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Runyoro-Rutooro, Nyore","regular",31.33,1.5,"FALSE","spoken",,,,,"Runyoro-Rutooro, Runyoro-Rutooro, Nyore",,"nyo","nyor1246","nyor1246","Africa","Africa","S Africa","Africa"
2232,"Nyungar","Pama-Nyungan",,"Southwestern Pama-Nyungan","Macro-Pama-Nyungan","Nyunga","Nyungar","regular",122,-33.75,"FALSE","spoken",,,,,"Nyungar, Nyungar","hunting/fishing/foraging","nys","nyun1247","nyun1247","Australia","Australia","S Australia","Pacific"
2233,"Nyawaygi","Pama-Nyungan",,"Nyawaygic","Macro-Pama-Nyungan",,"Nyawaygi","regular",146.17,-19,"FALSE","spoken",,,,,"Nyawaygi, Nyawaygi","hunting/fishing/foraging","nyt","nyaw1247","nyaw1247","Australia","Australia","N Australia","Pacific"
2234,"Nyamwezi","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Nyamwezi","regular",33,-5,"FALSE","spoken",,,,,"Nyamwezi, Nyamwezi",,"nym","nyam1276","nyam1276","Africa","Africa","S Africa","Africa"
2235,"Nzakara","Adamawa-Ubangi",,,"Niger-Congo",,"Nzakara","regular",23,5,"FALSE","spoken",,,,"Adamawa-Ubangi","Nzakara, Nzakara",,"nzk","nzak1247","nzak1247","Africa","Africa","African Savannah","Africa"
2236,"Naga (Zeme)","Sino-Tibetan",,"Zeme Group",,,"Naga (Zeme)","regular",93.5,25.17,"FALSE","spoken",,,,,"Naga (Zeme), Naga (Zeme)",,"nzm","zeme1240","zeme1240","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2237,"Sign Language New Zealand","Sign Language New Zealand",,,,,"Sign Language New Zealand","regular",172,-43,"FALSE","signed",,,,"Sign Language New Zealand","Sign Language New Zealand, Sign Language New Zealand",,"nzs","newz1236","newz1236","Pacific","NG and Oceania","Oceania","Pacific"
2238,"Orok","Tungusic",,"Northern Tungusic","Altaic","Northwestern Tungusic","Orok","regular",143.5,49.5,"FALSE","spoken",,,,,"Orok, Orok","hunting/fishing/foraging","oaa","orok1265","orok1265","Eurasia","N-C Asia","N Coast Asia","Eurasia"
2239,"Oroch","Tungusic",,"Central Tungusic","Altaic","Central-Eastern Tungusic","Oroch","regular",137.5,50.33,"FALSE","spoken",,,,,"Oroch, Oroch","hunting/fishing/foraging","oac","oroc1248","oroc1248","Eurasia","N-C Asia","N Coast Asia","Eurasia"
2240,"Ocaina","Witotoan",,,"Boran-Huitotoan, Boran-Witotoan",,"Ocaina","regular",-71.75,-2.75,"FALSE","spoken",,,"Huitotoan","Witotoan, Huitotoan","Ocaina, Ocaina","agricultural/pastoral","oca","ocai1244","ocai1244","South America","S America","NE South America","Americas"
2241,"Ocuilteco","Otomanguean",,"Otomian",,,"Ocuilteco","regular",-99.67,18.92,"FALSE","spoken",,,,,"Ocuilteco, Ocuilteco",,"ocu","atzi1235","atzi1235","North America","C America","Mesoamerica","Americas"
2242,"Ogbia","Benue-Congo",,"Cross River","Niger-Congo",,"Ogbia","regular",6.25,4.67,"FALSE","spoken",,,,,"Ogbia, Ogbia",,"ogb","ogbi1239","ogbi1239","Africa","Africa","African Savannah","Africa"
2243,"Ogbronuagum","Benue-Congo",,"Cross River","Niger-Congo",,"Ogbronuagum","regular",6.87,4.75,"FALSE","spoken",,,,,"Ogbronuagum, Ogbronuagum",,"ogu","ogbr1243","ogbr1243","Africa","Africa","African Savannah","Africa"
2244,"Ojibwa (Eastern)","Algic",,"Algonquian",,,"Ojibwa (Eastern), Nishnaabemwin","regular",-80,46,"FALSE","spoken",,,,,"Ojibwa (Eastern), Ojibwa (Eastern), Nishnaabemwin","hunting/fishing/foraging","ojg","east2542","east2542","North America","E N America","E North America","Americas"
2245,"Ojibwa (Severn)","Algic",,"Algonquian",,,"Ojibwa (Severn)","regular",-90,53,"FALSE","spoken",,,,,"Ojibwa (Severn), Ojibwa (Severn)","hunting/fishing/foraging","ojs","seve1240","seve1240","North America","E N America","E North America","Americas"
2246,"Okanagan","Salishan",,"Interior Salish",,"Southern Interior Salish","Okanagan","regular",-118.5,49.5,"FALSE","spoken",,,,,"Okanagan, Okanagan","hunting/fishing/foraging","oka","okan1243","okan1243","North America","W N America","Basin and Plains","Americas"
2247,"Kuo","Benue-Congo",,"Bantoid","Niger-Congo","Grassfields Bantu","Oku, Kuo, Uku","regular",10.5,6.25,"FALSE","spoken",,,,,"Kuo, Oku, Kuo, Uku",,"oku","okuu1243","okuu1243","Africa","Africa","African Savannah","Africa"
2248,"Omaha","Siouan",,,,,"Omaha","regular",-97.25,42,"FALSE","spoken",,,,"Siouan","Omaha, Omaha","hunting/fishing/foraging","oma","omah1247","omah1247","North America","E N America","Basin and Plains","Americas"
2249,"Ambae (Lolovoli Northeast)","Austronesian","Southern Melanesian","Malayo-Polynesian",,"Oceanic","Aoba (Northeast), Omba, Walurigi, Oba,Ambae (Lolovoli Northeast), Northeast Ambae, Northeast Aoba","regular",167.88,-15.42,"FALSE","spoken",,"Southern Oceanic linkage",,,"Ambae (Lolovoli Northeast), Aoba (Northeast), Omba, Walurigi, Oba,Ambae (Lolovoli Northeast), Northeast Ambae, Northeast Aoba",,"omb","east2443","east2443","Eurasia","NG and Oceania","Oceania","Pacific"
2250,"Omagua","Tupian",,"Tupi-Guaraní",,,"Omagua","regular",-73.5,-4,"FALSE","spoken",,,,,"Omagua, Omagua",,"omg","omag1248","omag1248","South America","S America","NE South America","Americas"
2251,"Olo","Torricelli",,"Wapei-Palei","Torricelli-Lower Sepik",,"Olo","regular",142,-3.42,"FALSE","spoken",,,,,"Olo, Olo",,"ong","oloo1241","oloo1241","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2252,"Onondaga","Iroquoian",,"Northern Iroquoian",,"Five Nations-Huronian-Susquehannock (Proto-Lake Iroquoian)","Onondaga","regular",-76.17,42.75,"FALSE","spoken",,"Five Nations",,,"Onondaga, Onondaga",,"ono","onon1246","onon1246","North America","E N America","E North America","Americas"
2253,"Ono","Finisterre-Huon",,"Huon",,"Western Huon","Ono","regular",147.58,-6.17,"FALSE","spoken",,,,,"Ono, Ono",,"ons","onoo1246","onoo1246","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2254,"Orejón","Tucánoan",,,,,"Orejon,Orejón","regular",-72.5,-2.83,"FALSE","spoken",,,,"Tucánoan","Orejón, Orejon,Orejón",,"ore","orej1242","orej1242","South America","S America","NE South America","Americas"
2255,"Orokaiva","Greater Binanderean",,"Binanderean",,"Nuclear Binanderean","Orokaiva, Etija, Ehija","regular",148.25,-8.83,"FALSE","spoken",,,,,"Orokaiva, Orokaiva, Etija, Ehija",,"ork","orok1269","orok1269","Pacific","NG and Oceania","S New Guinea","Pacific"
2256,"Orokolo","Eleman",,,,,"Orokolo","regular",145.33,-7.83,"FALSE","spoken",,,,"Eleman","Orokolo, Orokolo","agricultural/pastoral","oro","orok1267","orok1267","Pacific","NG and Oceania","S New Guinea","Pacific"
2257,"Oriya (Kotia)","Indo-European","Oriya","Indo-Iranian","Indo-Uralic","Indo-Aryan","Oriya (Kotia)","regular",83,18.33,"FALSE","spoken",,"Eastern Indo-Aryan",,,"Oriya (Kotia), Oriya (Kotia)",,"ort","adiv1239","adiv1239","Eurasia","S/SE Asia","Indic","Eurasia"
2258,"Ormuri","Indo-European",,"Indo-Iranian","Indo-Uralic","Iranian","Ormuri","regular",69.75,32.5,"FALSE","spoken",,"Northwest Iranian",,,"Ormuri, Ormuri",,"oru","ormu1247","ormu1247","Eurasia","W and SW Eurasia","Greater Mesopotamia","Eurasia"
2259,"Osage","Siouan",,,,,"Osage","regular",-94,37,"FALSE","spoken",,,,"Siouan","Osage, Osage","hunting/fishing/foraging","osa","osag1243","osag1243","North America","E N America","Basin and Plains","Americas"
2260,"Otomí (Ixtenco)","Otomanguean",,"Otomian",,,"Otomí (Ixtenco)","regular",-97.92,19.08,"FALSE","spoken",,,,,"Otomí (Ixtenco), Otomí (Ixtenco)",,"otz","ixte1237","ixte1237","North America","C America","Mesoamerica","Americas"
2261,"Otomí (Sierra)","Otomanguean",,"Otomian",,,"Otomí (Sierra)","regular",-98.83,20.67,"FALSE","spoken",,,,,"Otomí (Sierra), Otomí (Sierra)",,"otm","east2556","east2556","North America","C America","Mesoamerica","Americas"
2262,"Otomí (Santiago Mexquititlan)","Otomanguean",,"Otomian",,,"Otomí (Santiago Mexquititlan)","regular",-100.08,20.08,"FALSE","spoken",,,,,"Otomí (Santiago Mexquititlan), Otomí (Santiago Mexquititlan)",,"otq","quer1236","quer1236","North America","C America","Mesoamerica","Americas"
2263,"Otoro","Kordofanian",,,,,"Otoro","regular",30.5,11.17,"FALSE","spoken",,,,"Kordofanian","Otoro, Otoro",,"otr","otor1240","otor1240","Africa","Africa","African Savannah","Africa"
2264,"Berber (Wargla)","Berber","Berber",,"Afroasiatic",,"Berber (Wargla)","regular",5.33,31.92,"FALSE","spoken",,,,,"Berber (Wargla), Berber (Wargla)",,"oua","taga1278","taga1278","Africa","Africa","N Africa","Africa"
2265,"Wayampi","Tupian",,"Tupi-Guaraní",,,"Wayampi, Guaiapi, Guayapi, Oiampí, Oiampipucu, Oyampí, Oyampík, Oyampipuku, Oyanpík, Waiampi, Waiãpi, Wajapae, Wajapuku, Wayapae, Wayãpi","regular",-52,1,"FALSE","spoken",,,,,"Wayampi, Wayampi, Guaiapi, Guayapi, Oiampí, Oiampipucu, Oyampí, Oyampík, Oyampipuku, Oyanpík, Waiampi, Waiãpi, Wajapae, Wajapuku, Wayapae, Wayãpi",,"oym","waya1270","waya1270","South America","S America","NE South America","Americas"
