LID,Glottocode,Language,CohesionPatternLoc,MphmTypesInCohDomainProp,MphmTypesInCohPrefixDomainProp,MphmTypesInCohSuffixDomainProp,MphmTypesInCohStemDomainProp,MphmTypesInCohDomain,MphmTypesInCohDomainBinned77,CoherentEncliticBoundaryPresence,CoherentEnclEnclBoundaryPresence,CohPatternOutputOrigin,MphmTypesInCohDomainMultistemPresence,CohesionPatternLabel,CohesionPatternBinned18,CohesionPatternBinned12,CohesionPatternBinned4,CoherentPrefixBoundaryPresence,CoherentPrefixPrefixBoundaryPresence,CoherentPrefixStemBoundaryPresence,CoherentProclBoundaryPresence,CoherentProclPrefixBoundaryPresence,CoherentProclProcliticBoundaryPresence,CoherentProclStemBoundaryPresence,CohesionPatternDataSourceType,NumberMphmTypesInCohDomain,NumberMphmTypesInCohPrefixDomain,NumberMphmTypesInCohSuffixDomain,CoherentStemBoundaryPresence,CoherentStemEnclBoundaryPresence,CoherentStemEndoclBoundaryPresence,CoherentStemInfixBoundaryPresence,CoherentStemSuffixBoundaryPresence,CohesionPatternStressPresence,CohPatternStructurePreservingPresence,CoherentSuffixBoundaryPresence,CoherentSuffixEnclBoundaryPresence,CoherentSuffixSuffixBoundaryPresence,SurveyStatus,CohesionPatternType,MphmTypesInCohPrefixDomainPropBinned3,MphmTypesInCohSuffixDomainPropBinned3,MphmTypesInCohStemDomainPropBinned3
2440,nucl1634,Sko,left edge,0,,,,CLAUSE,64,,,Lexical,phrasal,*C if /p/ onset (A voiceless unaspirated bilabial stop banned/dispreferred in this domain); this constraint is resolved by: consonant deletion (removal of a consonant constituent),deletion,process,segmental,,,,,,,,Questionnaire,0,,,,,,,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,,,
1890,lith1251,Lithuanian,medial,0.25,0.5,0.5,1,stem,2,,,Lexical,subphrasal,"Onset clusters dispreferred & restricted (Onset clusters are not outright banned, but they are dispreferred and very restricted in either types or frequency in this domain)",constraint,constraint,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,,,0,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
1890,lith1251,Lithuanian,left edge,1,1,1,1,stem ± prefix ± infix ± suffix,90,,,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,,,,,Questionnaire,4,2,2,1,,,1,1,stress-related,structure_preserving,0,,1,pword exhaustive,P Domain,medium,medium,low
1890,lith1251,Lithuanian,left edge,1,1,1,1,stem ± prefix ± infix ± suffix,90,,,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,,,,,Questionnaire,4,2,2,1,,,1,1,stress-related,structure_preserving,0,,1,pword exhaustive,P Domain,medium,medium,low
1890,lith1251,Lithuanian,right edge,0.25,0.5,0.5,1,stem,2,,,Non-Lexical,subphrasal,*Cj (Palatalized C) (Palatalized coda consonants banned in this domain),constraint,constraint,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,,,0,0,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
1890,lith1251,Lithuanian,spans,0.5,0.5,1,1,stem ± suffix,3,,,Non-Lexical,subphrasal,C Palatalization (Consonants are palatalized in this domain); this constraint is resolved by: palatalization (anticipatory) (assimilation/spread of PALATAL based on what follows (”regressive”)),assimilation,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,1,,,0,1,other,non_structure_preserving,0,,1,pword exhaustive,P Domain,low,medium,low
1890,lith1251,Lithuanian,spans,0.5,1,1,2,stem + stem,22,,,Non-Lexical,phrasal,C Palatalization (Consonants are palatalized in this domain); this constraint is resolved by: palatalization (anticipatory) (assimilation/spread of PALATAL based on what follows (”regressive”)),assimilation,process,segmental,0,0,0,,,,,Questionnaire,2,2,2,0,,,,0,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,medium,medium,low
1890,lith1251,Lithuanian,right edge,0.25,0.5,0.5,1,stem,2,,,Lexical,subphrasal,Aspiration (A coda consonant becomes aspirated in this domain); this constraint is resolved by: aspiration (process where a constituent gains aspiration),strengthening,process,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,,,0,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
1890,lith1251,Lithuanian,left edge,0.5,0.5,1,1,stem + suffix,3,,,Majority Lexical,subphrasal,C unvoiced > C voiced (A coda consonant in this domain undergoes voicing assimilation); this constraint is resolved by: C voicing/phonation assimilation-Anticipatory (spread of C phonation features (voiced/voiceless/murmur) based on what follows),assimilation,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,,,0,1,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
1890,lith1251,Lithuanian,right edge,0.25,0.5,0.5,1,stem,2,,,Lexical,subphrasal,"*C (coda) if voiced (Any voiced coda consonant in this domain banned, dispreferred (manner and/or place irrelevant in general sense)); this constraint is resolved by: devoicing (loss of/de-association of voicing feature)",strengthening,process,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,,,0,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
1890,lith1251,Lithuanian,spans,0.5,0.5,1,1,stem + suffix,3,,,Non-Lexical,subphrasal,"*C.C (A series of 2 consonants adjacent across some kind of phonological boundary is banned in this domain); this constraint is resolved by: Consonant Coalescence (A series of 2 consonants merges into a single consonant, usually with slightly different features)",deletion,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,,,0,1,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
1890,lith1251,Lithuanian,left edge,0.5,1,1,2,stem + stem,22,,,Non-Lexical,phrasal,*C Coda (No coda consonants (at all) are permitted in this domain (even though coda consonants are okay elsewhere)); this constraint is resolved by: resyllabification (consonant becomes member of a different syllable),process,process,segmental,0,0,0,,,,,Questionnaire,2,2,2,0,,,,0,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,medium,medium,low
1890,lith1251,Lithuanian,right edge,0.5,0.5,1,1,stem ± suffix,3,,,Non-Lexical,subphrasal,Rising Tone Restricted to Here (A rising tone may occur only in this domain),tone,tone,suprasegmental,0,0,0,,,,,Questionnaire,2,1,2,1,,,0,1,other,non_structure_preserving,0,,1,pword exhaustive,P Domain,low,medium,low
1890,lith1251,Lithuanian,left edge,0.5,0.5,1,1,stem + suffix,3,,,Non-Lexical,subphrasal,"Restricted /n/ (Permitted only here) (The alveolar nasal is generally dispreferred or banned, except in this morphological or syntactic domain, where it is retained)",constraint,constraint,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,,,0,1,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
1890,lith1251,Lithuanian,left edge,0.5,1,1,2,stem + stem,22,,,Non-Lexical,phrasal,"Restricted /n/ (Permitted only here) (The alveolar nasal is generally dispreferred or banned, except in this morphological or syntactic domain, where it is retained)",constraint,constraint,segmental,0,0,0,,,,,Questionnaire,2,2,2,0,,,,0,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,medium,medium,low
1890,lith1251,Lithuanian,left edge,0.5,0.5,1,1,stem + suffix,3,,,Lexical,subphrasal,"*C.C if CC (dental stop) combination (Across a morpheme boundary, a series of 2 C’s that are both /t/ or /d/ is banned in this domain); this constraint is resolved by: Fricativization (a plosive lenites to be a fricative)",weakening,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,,,0,1,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
1890,lith1251,Lithuanian,left edge,0.5,0.5,1,1,stem + suffix,3,,,Lexical,subphrasal,"*C.C if C1 is stop and C2 is /s/ (Across a morpheme boundary, a series of C-C where the first C is a stop consonant and the 2nd C is /s/ is banned in this domain); this constraint is resolved by: consonant deletion (removal of a consonant constituent)",deletion,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,,,0,1,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
2440,nucl1634,Sko,spans,1,1,1,1,stem ± prefix ± suffix ± preposed particle ± postposed particle,73,0,1,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,1,1,1,1,Questionnaire,5,3,3,1,1,,,1,stress-related,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
464,mode1248,Greek (modern),medial,0.25,0.3333333333333333,0.5,1,stem,2,,,Non-Lexical,subphrasal,Voiced Plosive Prenasalization (A voiced plosive is phonetically prenasalized in this domain); this constraint is resolved by: Prenasalization (A consonant segment picks up a coarticulation of nasal (pre)),strengthening,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,,,,0,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
464,mode1248,Greek (modern),left edge,0.25,0.3333333333333333,0.5,1,stem,2,,,Lexical,subphrasal,*C  if voiced velar fricative (The voiced velar fricative (onset) is banned or dispreferred in this domain),constraint,constraint,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,,,,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
464,mode1248,Greek (modern),left edge,0.25,0.3333333333333333,0.5,1,stem,2,,,Unknown,subphrasal,*CC Onset if series of l + C (An onset consonant cluster of lC (any C) is banned in this domain),constraint,constraint,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,,,,0,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
464,mode1248,Greek (modern),spans,0.5,0.6666666666666667,0.5,1,prefix + stem,4,,,Unknown,subphrasal,"*C.C alpha voice if C1 is k and C2 is any voiced fricative (A process of voicing assimilation,  across some sort of boundary, where it is k + a voiced fricative, is blocked)",constraint,constraint,segmental,0,0,1,0,0,0,0,Questionnaire,2,2,1,0,,,,0,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
464,mode1248,Greek (modern),right edge,0.5,0.6666666666666667,0.5,1,stem + preposed particle,51,,,Lexical,subphrasal,Consonant voicing assimilation (onset) (An onset consonant in this domain agrees with an adjacent consonant for voicing in this domain); this constraint is resolved by: C voicing/phonation assimilation-Regressive (spread of C phonation features (voiced/voiceless/murmur) based on what precedes),assimilation,process,segmental,0,0,0,0,0,0,1,Questionnaire,2,2,1,0,,,,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
464,mode1248,Greek (modern),medial,0.25,0.3333333333333333,0.5,1,stem,2,,,Lexical,subphrasal,"Consonant voicing assimilation (coda) (A coda consonant in this domain agrees with an adjacent consonant for voicing; no other information); this constraint is resolved by: C voicing/phonation assimilation-direction unknown (spread of C phonation features (voiced/voiceless/murmur), but no information on direction)",assimilation,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,,,,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
464,mode1248,Greek (modern),left edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,Consonant voicing assimilation (coda) (A coda consonant in this domain agrees with an adjacent consonant for voicing; no other information); this constraint is resolved by: C voicing/phonation assimilation-Anticipatory (spread of C phonation features (voiced/voiceless/murmur) based on what follows),assimilation,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
464,mode1248,Greek (modern),left edge,0.5,0.6666666666666667,0.5,1,stem + preposed particle,51,,,Lexical,subphrasal,Consonant voicing assimilation (coda) (A coda consonant in this domain agrees with an adjacent consonant for voicing; no other information); this constraint is resolved by: C voicing/phonation assimilation-Anticipatory (spread of C phonation features (voiced/voiceless/murmur) based on what follows),assimilation,process,segmental,0,0,0,0,0,0,1,Questionnaire,2,2,1,0,,,,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
464,mode1248,Greek (modern),left edge,0.25,0.3333333333333333,0.5,1,stem,2,,,Non-Lexical,subphrasal,C Nasal (onset) palatalization (An onset alveolar nasal /n/ consonant is palatalized in this domain); this constraint is resolved by: palatalization (assimilation or association of ‘feature’ PALATAL from one constituent to another; or surfacing of ‘feature’ palatal as a resolution),assimilation,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,,,,0,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
464,mode1248,Greek (modern),left edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,*C (coda) if fricative (Any fricative (coda) consonant is banned in this domain); this constraint is resolved by: dissimilation (removal of association feature(s) between one constitutent and another; direction or other relevant features uncertain or irrelevant),dissimilation,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
464,mode1248,Greek (modern),left edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,*C (coda) if plosive (Any plosive coda (voicing irrelevant) banned in this domain); this constraint is resolved by: dissimilation (removal of association feature(s) between one constitutent and another; direction or other relevant features uncertain or irrelevant),dissimilation,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
464,mode1248,Greek (modern),spans,0.75,1,0.5,1,stem + preposed part + prefix,65,,,Non-Lexical,subphrasal,"C.C if C1 is nasal and C2 is strident or liquid permitted only here (A combination of consonants (across a boundary), where C1 is a nasal segment and C2 is either a strident or liquid is permitted only here, and banned elsewhere)",constraint,constraint,segmental,0,0,1,0,1,0,1,Questionnaire,3,3,1,0,,,,0,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,medium,low,low
464,mode1248,Greek (modern),left edge,0.5,0.6666666666666667,0.5,1,stem + preposed particle,51,,,Unknown,subphrasal,*V if /e/ (The close-mid front vowel /e/ is banned or otherwise restricted in this domain); this constraint is resolved by: vowel deletion/syllable deletion (removal of a vowel constituent; if vowel is syllabic then same as syllable deletion),deletion,process,segmental,0,0,0,0,0,0,1,Questionnaire,2,2,1,0,,,,0,other,non_structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
456,west2369,Persian,medial,0.2,0,0.3333333333333333,0,suffix,21,0,0,Lexical,subphrasal,Vowel Quality Alternation: a > u (The open vowel /a/ alternates with close back [u] in this domain); this constraint is resolved by: Vowel Quality Alternation: open to close back (This alternation: a > u),assimilation,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,0,1,0,0,,,0,other,structure_preserving,1,0,0,pword exhaustive,P Domain,low,low,low
456,west2369,Persian,medial,0.2,0.3333333333333333,0.3333333333333333,8,root,2,0,0,Lexical,subphrasal,Vowel Quality Alternation: a > u (The open vowel /a/ alternates with close back [u] in this domain); this constraint is resolved by: Vowel Quality Alternation: open to close back (This alternation: a > u),assimilation,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,high
456,west2369,Persian,right edge,0.2,0.3333333333333333,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,*C coda if voiced stop (In this domain there is no voiced stop coda permitted); this constraint is resolved by: devoicing (loss of/de-association of voicing feature),strengthening,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
456,west2369,Persian,right edge,0.2,0.3333333333333333,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,*Vv (vowel + voiced labdent fricative) (A vowel and rhyme (voiced labiodental fricative) banned in this domain),constraint,constraint,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
456,west2369,Persian,spans,0.4,0.3333333333333333,0.6666666666666667,1,stem + suffix,3,0,0,Non-Lexical,subphrasal,Coda C to Onset Resyllab (Resyllabification in this domain); this constraint is resolved by: resyllabification (consonant becomes member of a different syllable),process,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,0,,,1,other,non_structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
456,west2369,Persian,medial,0.2,0.3333333333333333,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,*C if /ʔ/ (glottal stop) (coda) (The glottal stop as coda is banned/dispreferred in this domain); this constraint is resolved by: consonant deletion (removal of a consonant constituent),deletion,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
456,west2369,Persian,left edge,0.4,0.3333333333333333,0.6666666666666667,1,stem + suffix,3,0,0,Lexical,subphrasal,*C if /ʔ/ (glottal stop) (coda) (The glottal stop as coda is banned/dispreferred in this domain); this constraint is resolved by: consonant deletion (removal of a consonant constituent),deletion,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
456,west2369,Persian,right edge,0.2,0.3333333333333333,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,*C /r/ (trill) (coda) (The alveolar trill /r/ banned/dispreferred in this domain); this constraint is resolved by: consonant deletion (removal of a consonant constituent),deletion,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
