"Module","Variable","VariantOf","SetUp","DataEntry","VariableType","DataType","N.levels","N.entries","N.languages","Description"
"VInfl_cat_multiexponence","VInflPosterior.Pre.Presence","VInflPosterior.Pre.Presence","single aggregated entry per language","derived","data","logical",1,5,5,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Posterior"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflGender.Pre.Presence","VInflGender.Pre.Presence","single aggregated entry per language","derived","data","logical",1,2,2,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Gender"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflIllocution.Pre.Presence","VInflIllocution.Pre.Presence","single aggregated entry per language","derived","data","logical",1,32,32,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Illocution"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflMA.Pre.Presence","VInflMA.Pre.Presence","single aggregated entry per language","derived","data","logical",1,16,16,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""MA"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflMN.Pre.Presence","VInflMN.Pre.Presence","single aggregated entry per language","derived","data","logical",1,3,3,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""MN"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflModality.Pre.Presence","VInflModality.Pre.Presence","single aggregated entry per language","derived","data","logical",1,13,13,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Modality"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflMood.Pre.Presence","VInflMood.Pre.Presence","single aggregated entry per language","derived","data","logical",1,76,76,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Mood"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflMotion.Pre.Presence","VInflMotion.Pre.Presence","single aggregated entry per language","derived","data","logical",1,7,7,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Motion"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflMSE.Pre.Presence","VInflMSE.Pre.Presence","single aggregated entry per language","derived","data","logical",1,5,5,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""MSE"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflNominalizer.Pre.Presence","VInflNominalizer.Pre.Presence","single aggregated entry per language","derived","data","logical",1,4,4,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Nominalizer"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflNumber.Pre.Presence","VInflNumber.Pre.Presence","single aggregated entry per language","derived","data","logical",1,53,53,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Number"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflPerson.Pre.Presence","VInflPerson.Pre.Presence","single aggregated entry per language","derived","data","logical",1,4,4,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Person"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflPolarity.Pre.Presence","VInflPolarity.Pre.Presence","single aggregated entry per language","derived","data","logical",2,171,171,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Polarity"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflPotentialis.Pre.Presence","VInflPotentialis.Pre.Presence","single aggregated entry per language","derived","data","logical",1,1,1,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Potentialis"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflQuantificational.Pre.Presence","VInflQuantificational.Pre.Presence","single aggregated entry per language","derived","data","logical",2,55,55,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Quantificational"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflReflexive_and_Reciprocal.Pre.Presence","VInflReflexive_and_Reciprocal.Pre.Presence","single aggregated entry per language","derived","data","logical",1,35,35,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Reflexive_and_Reciprocal"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflRECIP.Pre.Presence","VInflRECIP.Pre.Presence","single aggregated entry per language","derived","data","logical",1,14,14,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""RECIP"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflReferential.Pre.Presence","VInflReferential.Pre.Presence","single aggregated entry per language","derived","data","logical",1,9,9,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Referential"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflReflexive.Pre.Presence","VInflReflexive.Pre.Presence","single aggregated entry per language","derived","data","logical",2,18,17,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Reflexive"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflRepetition.Pre.Presence","VInflRepetition.Pre.Presence","single aggregated entry per language","derived","data","logical",1,4,4,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Repetition"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflReversative.Pre.Presence","VInflReversative.Pre.Presence","single aggregated entry per language","derived","data","logical",1,1,1,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Reversative"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflSemistem.Pre.Presence","VInflSemistem.Pre.Presence","single aggregated entry per language","derived","data","logical",1,13,13,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Semistem"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflSpatial.Pre.Presence","VInflSpatial.Pre.Presence","single aggregated entry per language","derived","data","logical",1,5,5,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Spatial"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflStatus.Pre.Presence","VInflStatus.Pre.Presence","single aggregated entry per language","derived","data","logical",2,27,27,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Status"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflSwitch_reference.Pre.Presence","VInflSwitch_reference.Pre.Presence","single aggregated entry per language","derived","data","logical",1,6,6,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Switch_reference"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflTense_and_Evidential.Pre.Presence","VInflTense_and_Evidential.Pre.Presence","single aggregated entry per language","derived","data","logical",1,5,5,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Tense_and_Evidential"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflTA.Pre.Presence","VInflTA.Pre.Presence","single aggregated entry per language","derived","data","logical",1,38,38,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""TA"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflTAM.Pre.Presence","VInflTAM.Pre.Presence","single aggregated entry per language","derived","data","logical",2,108,108,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""TAM"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflTense.Pre.Presence","VInflTense.Pre.Presence","single aggregated entry per language","derived","data","logical",1,105,105,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Tense"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflTM.Pre.Presence","VInflTM.Pre.Presence","single aggregated entry per language","derived","data","logical",1,33,33,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""TM"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflValence.Pre.Presence","VInflValence.Pre.Presence","single aggregated entry per language","derived","data","logical",1,13,13,"Presence of multiple (distributed, simultaneous) exponence of separately marked inflectional category ""Valence"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflVersion.Pre.Presence","VInflVersion.Pre.Presence","single aggregated entry per language","derived","data","logical",1,5,5,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Version"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_positions","VInflAktionsart.Position","VInflAktionsart.Position","single aggregated entry per language","derived","data","categorical",4,39,38,"Position of separate markers of ""Aktionsart'(cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_positions","VInflApplicative.Position","VInflApplicative.Position","single aggregated entry per language","derived","data","categorical",2,24,23,"Position of separate markers of ""Applicative'(cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_positions","VInflAspect.Position","VInflAspect.Position","single aggregated entry per language","derived","data","categorical",6,136,130,"Position of separate markers of ""Aspect'(cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
